image_id,tp,fp_phantom,fp_overlap,fn
511_jpg.rf.89247d8c1d4cda83e363a6c7116c0415.jpg,1,1,0,1
Yimg_000045_jpg.rf.b165b2ad44cebdf10f579d7591da5134.jpg,1,0,0,0
457_jpg.rf.a1cb05d8e20b8424a50ad7b8406a3918.jpg,1,1,0,1
_522_jpg.rf.4237b8007a820897ee3852a99ad08da6.jpg,1,0,0,0
_82_jpg.rf.e8c34d0ea07cfd8b5c61d8b6ca2c450e.jpg,1,0,1,0
WIN_20211018_21_12_42_Pro_jpg.rf.6619d11f5e1d6f7054df069c03b2390b.jpg,1,0,0,0
594_jpg.rf.6920fb7a16f90005d6682e5f8e627590.jpg,1,0,2,2
yawn-ef5a44a6-3041-11ec-ae83-302432df5bc8_jpg.rf.4f3dd3a32c1abd9677b42aa7c2e321f9.jpg,1,0,0,0
355_jpg.rf.cfb07fd4477aead042569cb8ae7fca65.jpg,1,0,0,0
PIXECT-20220526010615_jpg.rf.b45acdf2f0934a219ded26de71a114b5.jpg,0,1,0,1
141_jpg.rf.8d922fc304f2b5a735d5d4c18afe6698.jpg,2,1,0,0
710_jpg.rf.87c34e473846160a59ab477c511c3152.jpg,1,0,0,0
314_jpg.rf.c3e59260c136d7e5f7105ed540008ee6.jpg,2,1,0,0
istockphoto-155160912-612x612_jpg.rf.ad57d928b58ef2084ed0e66d8675dd2e.jpg,1,0,0,2
_624_jpg.rf.54df5f0940373f4a00b8ff3d72e4c49b.jpg,0,0,0,1
443_jpg.rf.b4244fcab96db077a1dc64ca772d3f32.jpg,1,2,0,0
1772_jpg.rf.8e5be3569ff52d10c191668a74279dcf.jpg,1,0,0,0
663_jpg.rf.ec7f2a6f892afe158e155c7e3fa020e0.jpg,2,1,0,0
closed_eye_1823-jpg_face_1_jpg.rf.a0288cb4e37d8d121aee39eadea65b22.jpg,1,0,0,1
753_jpg.rf.b640a77db23ee1c815fcf08a686e8340.jpg,1,2,0,0
s0016_01638_1_0_0_0_1_01_png.rf.c6cbb4c5d620d67a0c8d16e0c2492335.jpg,1,0,0,0
759_jpg.rf.fc2214520b21cd12e8b2fc54e145b432.jpg,1,1,0,0
closed_eye_2445-jpg_face_1_jpg.rf.1969e3b6bbb842473bb4efa9b986890d.jpg,2,0,0,0
1742_jpg.rf.0016c90319351e069b7f257884ec6f55.jpg,1,0,0,0
_279_jpg.rf.92fd1d3cf53c283ea05901dc8a78381c.jpg,1,0,0,0
istockphoto-468984212-612x612_jpg.rf.926162ab76fa164bd6aa3a710f30888d.jpg,1,0,0,0
85_jpg.rf.5b9b904176d58c42afbb4aaf17546b6a.jpg,2,1,0,0
Yimg_000069_jpg.rf.42b5e3f8b0fde1e26c47acf395419d37.jpg,1,1,0,0
closed_eye_1956-jpg_face_1_jpg.rf.c285c22d90ec7264d28cc206ff66b85f.jpg,2,0,0,0
_10_jpg.rf.34be674060628706e8d44c2a71e63d5d.jpg,1,0,0,0
_692_jpg.rf.dbc673a7e8ebc06d6f0b351244e0d2cd.jpg,1,0,0,0
638_jpg.rf.4957368f0a4d5dcd4a29e8ff97259c5f.jpg,3,0,0,0
s0036_00090_1_0_0_0_1_01_png.rf.f84bf25a2467d39b10b98951bd1f2844.jpg,1,0,0,0
closed_eye_1646-jpg_face_1_jpg.rf.f17b7f86c1eb240c5ebbf44f76d40143.jpg,1,0,0,0
s0016_01638_1_0_0_0_1_01_png.rf.ebc8b5b2ae51697c6ba8269e787b7e09.jpg,1,0,0,0
_410_jpg.rf.a7a4873620627733ec14e236c052d7b1.jpg,1,0,0,0
closed_eye_0072-jpg_face_1_jpg.rf.528c3e9cf5aa280a859536ee578ca113.jpg,2,0,0,0
264_jpg.rf.082cc5a2bc078927c01655fc91510136.jpg,0,1,0,1
480_jpg.rf.c658c93dce4b987a95fa29a3ee100d7b.jpg,1,0,0,0
732_jpg.rf.6df0f7e916ee796e55555a0848f7d4f5.jpg,1,0,0,0
_685_jpg.rf.c161dc50f2a0135c3863bb9e2241dc0b.jpg,1,0,0,0
253_jpg.rf.0b5da7bc1cd3b023d649ad77ce115ef2.jpg,1,2,0,0
501_jpg.rf.c527f97d4bb8177d2341d9cc8d4dc2c7.jpg,1,0,0,0
_312_jpg.rf.9d30337ee833ac135da6f197d5d68548.jpg,1,0,0,0
3492_jpg.rf.20ff969a8357daa820cae594d10b6388.jpg,1,0,0,0
_141_jpg.rf.912d59ecb67f0a73e16fa463e50dd4f1.jpg,0,0,0,1
closed_eye_2098-jpg_face_2_jpg.rf.736586de3cbf3216417d876fe0aceff9.jpg,2,0,0,0
317_jpg.rf.2b73b8ebe2db35f122403a559b123cdc.jpg,3,0,0,0
closed_eye_1903-jpg_face_1_jpg.rf.943a39e830e60b87936585ffeb60dce1.jpg,2,1,0,0
closed_eye_2269-jpg_face_2_jpg.rf.dfb91add2421dd54992186b1dc855be6.jpg,0,0,0,2
351_jpg.rf.74f82854ca5bb259616d3cff28435269.jpg,1,0,0,0
Yimg_000192_jpg.rf.e30eb548031855adbbee4ef70160ca8f.jpg,1,1,0,0
